Close,Close(t-1),Close(t-2),Close(t-3),Close(t-4),Close(t-5),Close(t-6),Close(t-7)
2.0,1.89375,1.9875,2.01875,2.071875,2.003125,1.875,2.0375
1.921875,2.0,1.89375,1.9875,2.01875,2.071875,2.003125,1.875
1.79375,1.921875,2.0,1.89375,1.9875,2.01875,2.071875,2.003125
1.753125,1.79375,1.921875,2.0,1.89375,1.9875,2.01875,2.071875
1.8,1.753125,1.79375,1.921875,2.0,1.89375,1.9875,2.01875
1.678125,1.8,1.753125,1.79375,1.921875,2.0,1.89375,1.9875
1.578125,1.678125,1.8,1.753125,1.79375,1.921875,2.0,1.89375
1.503125,1.578125,1.678125,1.8,1.753125,1.79375,1.921875,2.0
1.521875,1.503125,1.578125,1.678125,1.8,1.753125,1.79375,1.921875
1.390625,1.521875,1.503125,1.578125,1.678125,1.8,1.753125,1.79375
1.25625,1.390625,1.521875,1.503125,1.578125,1.678125,1.8,1.753125
1.421875,1.25625,1.390625,1.521875,1.503125,1.578125,1.678125,1.8
1.215625,1.421875,1.25625,1.390625,1.521875,1.503125,1.578125,1.678125
1.096875,1.215625,1.421875,1.25625,1.390625,1.521875,1.503125,1.578125
1.25625,1.096875,1.215625,1.421875,1.25625,1.390625,1.521875,1.503125
1.3875,1.25625,1.096875,1.215625,1.421875,1.25625,1.390625,1.521875
1.540625,1.3875,1.25625,1.096875,1.215625,1.421875,1.25625,1.390625
1.5,1.540625,1.3875,1.25625,1.096875,1.215625,1.421875,1.25625
1.478125,1.5,1.540625,1.3875,1.25625,1.096875,1.215625,1.421875
1.59375,1.478125,1.5,1.540625,1.3875,1.25625,1.096875,1.215625
1.84375,1.59375,1.478125,1.5,1.540625,1.3875,1.25625,1.096875
1.78125,1.84375,1.59375,1.478125,1.5,1.540625,1.3875,1.25625
1.64375,1.78125,1.84375,1.59375,1.478125,1.5,1.540625,1.3875
1.83125,1.64375,1.78125,1.84375,1.59375,1.478125,1.5,1.540625
1.86875,1.83125,1.64375,1.78125,1.84375,1.59375,1.478125,1.5
1.9875,1.86875,1.83125,1.64375,1.78125,1.84375,1.59375,1.478125
1.878125,1.9875,1.86875,1.83125,1.64375,1.78125,1.84375,1.59375
1.828125,1.878125,1.9875,1.86875,1.83125,1.64375,1.78125,1.84375
1.846875,1.828125,1.878125,1.9875,1.86875,1.83125,1.64375,1.78125
1.69375,1.846875,1.828125,1.878125,1.9875,1.86875,1.83125,1.64375
1.5625,1.69375,1.846875,1.828125,1.878125,1.9875,1.86875,1.83125
1.503125,1.5625,1.69375,1.846875,1.828125,1.878125,1.9875,1.86875
1.390625,1.503125,1.5625,1.69375,1.846875,1.828125,1.878125,1.9875
1.446875,1.390625,1.503125,1.5625,1.69375,1.846875,1.828125,1.878125
1.475,1.446875,1.390625,1.503125,1.5625,1.69375,1.846875,1.828125
1.390625,1.475,1.446875,1.390625,1.503125,1.5625,1.69375,1.846875
1.371875,1.390625,1.475,1.446875,1.390625,1.503125,1.5625,1.69375
1.290625,1.371875,1.390625,1.475,1.446875,1.390625,1.503125,1.5625
1.2125,1.290625,1.371875,1.390625,1.475,1.446875,1.390625,1.503125
1.259375,1.2125,1.290625,1.371875,1.390625,1.475,1.446875,1.390625
1.446875,1.259375,1.2125,1.290625,1.371875,1.390625,1.475,1.446875
1.4,1.446875,1.259375,1.2125,1.290625,1.371875,1.390625,1.475
1.251563,1.4,1.446875,1.259375,1.2125,1.290625,1.371875,1.390625
1.346875,1.251563,1.4,1.446875,1.259375,1.2125,1.290625,1.371875
1.234375,1.346875,1.251563,1.4,1.446875,1.259375,1.2125,1.290625
1.23125,1.234375,1.346875,1.251563,1.4,1.446875,1.259375,1.2125
1.328125,1.23125,1.234375,1.346875,1.251563,1.4,1.446875,1.259375
1.26875,1.328125,1.23125,1.234375,1.346875,1.251563,1.4,1.446875
1.18125,1.26875,1.328125,1.23125,1.234375,1.346875,1.251563,1.4
1.06875,1.18125,1.26875,1.328125,1.23125,1.234375,1.346875,1.251563
1.171875,1.06875,1.18125,1.26875,1.328125,1.23125,1.234375,1.346875
1.265625,1.171875,1.06875,1.18125,1.26875,1.328125,1.23125,1.234375
1.29375,1.265625,1.171875,1.06875,1.18125,1.26875,1.328125,1.23125
1.1875,1.29375,1.265625,1.171875,1.06875,1.18125,1.26875,1.328125
1.134375,1.1875,1.29375,1.265625,1.171875,1.06875,1.18125,1.26875
1.14375,1.134375,1.1875,1.29375,1.265625,1.171875,1.06875,1.18125
0.99375,1.14375,1.134375,1.1875,1.29375,1.265625,1.171875,1.06875
0.9125,0.99375,1.14375,1.134375,1.1875,1.29375,1.265625,1.171875
0.834375,0.9125,0.99375,1.14375,1.134375,1.1875,1.29375,1.265625
0.759375,0.834375,0.9125,0.99375,1.14375,1.134375,1.1875,1.29375
0.778125,0.759375,0.834375,0.9125,0.99375,1.14375,1.134375,1.1875
0.846875,0.778125,0.759375,0.834375,0.9125,0.99375,1.14375,1.134375
0.84375,0.846875,0.778125,0.759375,0.834375,0.9125,0.99375,1.14375
0.86875,0.84375,0.846875,0.778125,0.759375,0.834375,0.9125,0.99375
0.778125,0.86875,0.84375,0.846875,0.778125,0.759375,0.834375,0.9125
0.69375,0.778125,0.86875,0.84375,0.846875,0.778125,0.759375,0.834375
0.878125,0.69375,0.778125,0.86875,0.84375,0.846875,0.778125,0.759375
0.775,0.878125,0.69375,0.778125,0.86875,0.84375,0.846875,0.778125
0.728125,0.775,0.878125,0.69375,0.778125,0.86875,0.84375,0.846875
0.746875,0.728125,0.775,0.878125,0.69375,0.778125,0.86875,0.84375
0.81875,0.746875,0.728125,0.775,0.878125,0.69375,0.778125,0.86875
0.825,0.81875,0.746875,0.728125,0.775,0.878125,0.69375,0.778125
0.85,0.825,0.81875,0.746875,0.728125,0.775,0.878125,0.69375
0.884375,0.85,0.825,0.81875,0.746875,0.728125,0.775,0.878125
0.903125,0.884375,0.85,0.825,0.81875,0.746875,0.728125,0.775
0.91875,0.903125,0.884375,0.85,0.825,0.81875,0.746875,0.728125
0.975,0.91875,0.903125,0.884375,0.85,0.825,0.81875,0.746875
0.996875,0.975,0.91875,0.903125,0.884375,0.85,0.825,0.81875
0.925,0.996875,0.975,0.91875,0.903125,0.884375,0.85,0.825
0.947656,0.925,0.996875,0.975,0.91875,0.903125,0.884375,0.85
1.09375,0.947656,0.925,0.996875,0.975,0.91875,0.903125,0.884375
0.95,1.09375,0.947656,0.925,0.996875,0.975,0.91875,0.903125
0.975,0.95,1.09375,0.947656,0.925,0.996875,0.975,0.91875
1.00625,0.975,0.95,1.09375,0.947656,0.925,0.996875,0.975
0.946875,1.00625,0.975,0.95,1.09375,0.947656,0.925,0.996875
0.865625,0.946875,1.00625,0.975,0.95,1.09375,0.947656,0.925
0.8125,0.865625,0.946875,1.00625,0.975,0.95,1.09375,0.947656
0.71875,0.8125,0.865625,0.946875,1.00625,0.975,0.95,1.09375
0.721875,0.71875,0.8125,0.865625,0.946875,1.00625,0.975,0.95
0.790625,0.721875,0.71875,0.8125,0.865625,0.946875,1.00625,0.975
0.75,0.790625,0.721875,0.71875,0.8125,0.865625,0.946875,1.00625
0.71875,0.75,0.790625,0.721875,0.71875,0.8125,0.865625,0.946875
0.66875,0.71875,0.75,0.790625,0.721875,0.71875,0.8125,0.865625
0.725,0.66875,0.71875,0.75,0.790625,0.721875,0.71875,0.8125
0.6875,0.725,0.66875,0.71875,0.75,0.790625,0.721875,0.71875
0.721875,0.6875,0.725,0.66875,0.71875,0.75,0.790625,0.721875
0.725,0.721875,0.6875,0.725,0.66875,0.71875,0.75,0.790625
0.684375,0.725,0.721875,0.6875,0.725,0.66875,0.71875,0.75
0.625,0.684375,0.725,0.721875,0.6875,0.725,0.66875,0.71875
0.596875,0.625,0.684375,0.725,0.721875,0.6875,0.725,0.66875
0.596875,0.596875,0.625,0.684375,0.725,0.721875,0.6875,0.725
0.590625,0.596875,0.596875,0.625,0.684375,0.725,0.721875,0.6875
0.596875,0.590625,0.596875,0.596875,0.625,0.684375,0.725,0.721875
0.5875,0.596875,0.590625,0.596875,0.596875,0.625,0.684375,0.725
0.509375,0.5875,0.596875,0.590625,0.596875,0.596875,0.625,0.684375
0.521875,0.509375,0.5875,0.596875,0.590625,0.596875,0.596875,0.625
0.5,0.521875,0.509375,0.5875,0.596875,0.590625,0.596875,0.596875
0.63125,0.5,0.521875,0.509375,0.5875,0.596875,0.590625,0.596875
0.59375,0.63125,0.5,0.521875,0.509375,0.5875,0.596875,0.590625
0.6125,0.59375,0.63125,0.5,0.521875,0.509375,0.5875,0.596875
0.584375,0.6125,0.59375,0.63125,0.5,0.521875,0.509375,0.5875
0.6125,0.584375,0.6125,0.59375,0.63125,0.5,0.521875,0.509375
0.53125,0.6125,0.584375,0.6125,0.59375,0.63125,0.5,0.521875
0.55,0.53125,0.6125,0.584375,0.6125,0.59375,0.63125,0.5
0.53125,0.55,0.53125,0.6125,0.584375,0.6125,0.59375,0.63125
0.54375,0.53125,0.55,0.53125,0.6125,0.584375,0.6125,0.59375
0.55,0.54375,0.53125,0.55,0.53125,0.6125,0.584375,0.6125
0.525,0.55,0.54375,0.53125,0.55,0.53125,0.6125,0.584375
0.5125,0.525,0.55,0.54375,0.53125,0.55,0.53125,0.6125
0.5,0.5125,0.525,0.55,0.54375,0.53125,0.55,0.53125
0.509375,0.5,0.5125,0.525,0.55,0.54375,0.53125,0.55
0.509375,0.509375,0.5,0.5125,0.525,0.55,0.54375,0.53125
0.547,0.509375,0.509375,0.5,0.5125,0.525,0.55,0.54375
0.582,0.547,0.509375,0.509375,0.5,0.5125,0.525,0.55
0.54,0.582,0.547,0.509375,0.509375,0.5,0.5125,0.525
0.5,0.54,0.582,0.547,0.509375,0.509375,0.5,0.5125
0.5115,0.5,0.54,0.582,0.547,0.509375,0.509375,0.5
0.455,0.5115,0.5,0.54,0.582,0.547,0.509375,0.509375
0.4315,0.455,0.5115,0.5,0.54,0.582,0.547,0.509375
0.42,0.4315,0.455,0.5115,0.5,0.54,0.582,0.547
0.456,0.42,0.4315,0.455,0.5115,0.5,0.54,0.582
0.4185,0.456,0.42,0.4315,0.455,0.5115,0.5,0.54
0.559,0.4185,0.456,0.42,0.4315,0.455,0.5115,0.5
0.6005,0.559,0.4185,0.456,0.42,0.4315,0.455,0.5115
0.666,0.6005,0.559,0.4185,0.456,0.42,0.4315,0.455
0.7335,0.666,0.6005,0.559,0.4185,0.456,0.42,0.4315
0.7015,0.7335,0.666,0.6005,0.559,0.4185,0.456,0.42
0.737,0.7015,0.7335,0.666,0.6005,0.559,0.4185,0.456
0.827,0.737,0.7015,0.7335,0.666,0.6005,0.559,0.4185
0.7995,0.827,0.737,0.7015,0.7335,0.666,0.6005,0.559
0.789,0.7995,0.827,0.737,0.7015,0.7335,0.666,0.6005
0.81,0.789,0.7995,0.827,0.737,0.7015,0.7335,0.666
0.784,0.81,0.789,0.7995,0.827,0.737,0.7015,0.7335
0.8045,0.784,0.81,0.789,0.7995,0.827,0.737,0.7015
0.7715,0.8045,0.784,0.81,0.789,0.7995,0.827,0.737
0.7635,0.7715,0.8045,0.784,0.81,0.789,0.7995,0.827
0.789,0.7635,0.7715,0.8045,0.784,0.81,0.789,0.7995
0.8445,0.789,0.7635,0.7715,0.8045,0.784,0.81,0.789
0.8555,0.8445,0.789,0.7635,0.7715,0.8045,0.784,0.81
0.8375,0.8555,0.8445,0.789,0.7635,0.7715,0.8045,0.784
0.878,0.8375,0.8555,0.8445,0.789,0.7635,0.7715,0.8045
0.846,0.878,0.8375,0.8555,0.8445,0.789,0.7635,0.7715
0.809,0.846,0.878,0.8375,0.8555,0.8445,0.789,0.7635
0.7505,0.809,0.846,0.878,0.8375,0.8555,0.8445,0.789
0.731,0.7505,0.809,0.846,0.878,0.8375,0.8555,0.8445
0.734,0.731,0.7505,0.809,0.846,0.878,0.8375,0.8555
0.6665,0.734,0.731,0.7505,0.809,0.846,0.878,0.8375
0.677,0.6665,0.734,0.731,0.7505,0.809,0.846,0.878
0.7065,0.677,0.6665,0.734,0.731,0.7505,0.809,0.846
0.739,0.7065,0.677,0.6665,0.734,0.731,0.7505,0.809
0.736,0.739,0.7065,0.677,0.6665,0.734,0.731,0.7505
0.819,0.736,0.739,0.7065,0.677,0.6665,0.734,0.731
0.8125,0.819,0.736,0.739,0.7065,0.677,0.6665,0.734
0.78,0.8125,0.819,0.736,0.739,0.7065,0.677,0.6665
0.8375,0.78,0.8125,0.819,0.736,0.739,0.7065,0.677
0.8545,0.8375,0.78,0.8125,0.819,0.736,0.739,0.7065
0.861,0.8545,0.8375,0.78,0.8125,0.819,0.736,0.739
0.783,0.861,0.8545,0.8375,0.78,0.8125,0.819,0.736
0.8345,0.783,0.861,0.8545,0.8375,0.78,0.8125,0.819
0.8475,0.8345,0.783,0.861,0.8545,0.8375,0.78,0.8125
0.8455,0.8475,0.8345,0.783,0.861,0.8545,0.8375,0.78
0.822,0.8455,0.8475,0.8345,0.783,0.861,0.8545,0.8375
0.7995,0.822,0.8455,0.8475,0.8345,0.783,0.861,0.8545
0.8065,0.7995,0.822,0.8455,0.8475,0.8345,0.783,0.861
0.785,0.8065,0.7995,0.822,0.8455,0.8475,0.8345,0.783
0.743,0.785,0.8065,0.7995,0.822,0.8455,0.8475,0.8345
0.732,0.743,0.785,0.8065,0.7995,0.822,0.8455,0.8475
0.706,0.732,0.743,0.785,0.8065,0.7995,0.822,0.8455
0.6645,0.706,0.732,0.743,0.785,0.8065,0.7995,0.822
0.6245,0.6645,0.706,0.732,0.743,0.785,0.8065,0.7995
0.5915,0.6245,0.6645,0.706,0.732,0.743,0.785,0.8065
0.568,0.5915,0.6245,0.6645,0.706,0.732,0.743,0.785
0.6265,0.568,0.5915,0.6245,0.6645,0.706,0.732,0.743
0.654,0.6265,0.568,0.5915,0.6245,0.6645,0.706,0.732
0.62,0.654,0.6265,0.568,0.5915,0.6245,0.6645,0.706
0.6405,0.62,0.654,0.6265,0.568,0.5915,0.6245,0.6645
0.6625,0.6405,0.62,0.654,0.6265,0.568,0.5915,0.6245
0.702,0.6625,0.6405,0.62,0.654,0.6265,0.568,0.5915
0.718,0.702,0.6625,0.6405,0.62,0.654,0.6265,0.568
0.7075,0.718,0.702,0.6625,0.6405,0.62,0.654,0.6265
0.7265,0.7075,0.718,0.702,0.6625,0.6405,0.62,0.654
0.7065,0.7265,0.7075,0.718,0.702,0.6625,0.6405,0.62
0.7635,0.7065,0.7265,0.7075,0.718,0.702,0.6625,0.6405
0.7635,0.7635,0.7065,0.7265,0.7075,0.718,0.702,0.6625
0.7905,0.7635,0.7635,0.7065,0.7265,0.7075,0.718,0.702
0.7805,0.7905,0.7635,0.7635,0.7065,0.7265,0.7075,0.718
0.767,0.7805,0.7905,0.7635,0.7635,0.7065,0.7265,0.7075
0.8245,0.767,0.7805,0.7905,0.7635,0.7635,0.7065,0.7265
0.849,0.8245,0.767,0.7805,0.7905,0.7635,0.7635,0.7065
0.8005,0.849,0.8245,0.767,0.7805,0.7905,0.7635,0.7635
0.8175,0.8005,0.849,0.8245,0.767,0.7805,0.7905,0.7635
0.798,0.8175,0.8005,0.849,0.8245,0.767,0.7805,0.7905
0.8245,0.798,0.8175,0.8005,0.849,0.8245,0.767,0.7805
0.849,0.8245,0.798,0.8175,0.8005,0.849,0.8245,0.767
0.8015,0.849,0.8245,0.798,0.8175,0.8005,0.849,0.8245
0.603,0.8015,0.849,0.8245,0.798,0.8175,0.8005,0.849
0.5755,0.603,0.8015,0.849,0.8245,0.798,0.8175,0.8005
0.6165,0.5755,0.603,0.8015,0.849,0.8245,0.798,0.8175
0.6125,0.6165,0.5755,0.603,0.8015,0.849,0.8245,0.798
0.6275,0.6125,0.6165,0.5755,0.603,0.8015,0.849,0.8245
0.6245,0.6275,0.6125,0.6165,0.5755,0.603,0.8015,0.849
0.625,0.6245,0.6275,0.6125,0.6165,0.5755,0.603,0.8015
0.6095,0.625,0.6245,0.6275,0.6125,0.6165,0.5755,0.603
0.6075,0.6095,0.625,0.6245,0.6275,0.6125,0.6165,0.5755
0.595,0.6075,0.6095,0.625,0.6245,0.6275,0.6125,0.6165
0.58,0.595,0.6075,0.6095,0.625,0.6245,0.6275,0.6125
0.5555,0.58,0.595,0.6075,0.6095,0.625,0.6245,0.6275
0.523,0.5555,0.58,0.595,0.6075,0.6095,0.625,0.6245
0.4975,0.523,0.5555,0.58,0.595,0.6075,0.6095,0.625
0.506,0.4975,0.523,0.5555,0.58,0.595,0.6075,0.6095
0.5265,0.506,0.4975,0.523,0.5555,0.58,0.595,0.6075
0.504,0.5265,0.506,0.4975,0.523,0.5555,0.58,0.595
0.4905,0.504,0.5265,0.506,0.4975,0.523,0.5555,0.58
0.4995,0.4905,0.504,0.5265,0.506,0.4975,0.523,0.5555
0.52,0.4995,0.4905,0.504,0.5265,0.506,0.4975,0.523
0.4945,0.52,0.4995,0.4905,0.504,0.5265,0.506,0.4975
0.51,0.4945,0.52,0.4995,0.4905,0.504,0.5265,0.506
0.4815,0.51,0.4945,0.52,0.4995,0.4905,0.504,0.5265
0.5115,0.4815,0.51,0.4945,0.52,0.4995,0.4905,0.504
0.5065,0.5115,0.4815,0.51,0.4945,0.52,0.4995,0.4905
0.4985,0.5065,0.5115,0.4815,0.51,0.4945,0.52,0.4995
0.4595,0.4985,0.5065,0.5115,0.4815,0.51,0.4945,0.52
0.4345,0.4595,0.4985,0.5065,0.5115,0.4815,0.51,0.4945
0.447,0.4345,0.4595,0.4985,0.5065,0.5115,0.4815,0.51
0.4295,0.447,0.4345,0.4595,0.4985,0.5065,0.5115,0.4815
0.3825,0.4295,0.447,0.4345,0.4595,0.4985,0.5065,0.5115
0.4075,0.3825,0.4295,0.447,0.4345,0.4595,0.4985,0.5065
0.4255,0.4075,0.3825,0.4295,0.447,0.4345,0.4595,0.4985
0.4315,0.4255,0.4075,0.3825,0.4295,0.447,0.4345,0.4595
0.3745,0.4315,0.4255,0.4075,0.3825,0.4295,0.447,0.4345
0.3645,0.3745,0.4315,0.4255,0.4075,0.3825,0.4295,0.447
0.3655,0.3645,0.3745,0.4315,0.4255,0.4075,0.3825,0.4295
0.374,0.3655,0.3645,0.3745,0.4315,0.4255,0.4075,0.3825
0.374,0.374,0.3655,0.3645,0.3745,0.4315,0.4255,0.4075
0.373,0.374,0.374,0.3655,0.3645,0.3745,0.4315,0.4255
0.3545,0.373,0.374,0.374,0.3655,0.3645,0.3745,0.4315
0.3175,0.3545,0.373,0.374,0.374,0.3655,0.3645,0.3745
0.31,0.3175,0.3545,0.373,0.374,0.374,0.3655,0.3645
0.2985,0.31,0.3175,0.3545,0.373,0.374,0.374,0.3655
0.3005,0.2985,0.31,0.3175,0.3545,0.373,0.374,0.374
0.304,0.3005,0.2985,0.31,0.3175,0.3545,0.373,0.374
0.338,0.304,0.3005,0.2985,0.31,0.3175,0.3545,0.373
0.352,0.338,0.304,0.3005,0.2985,0.31,0.3175,0.3545
0.36,0.352,0.338,0.304,0.3005,0.2985,0.31,0.3175
0.356,0.36,0.352,0.338,0.304,0.3005,0.2985,0.31
0.3455,0.356,0.36,0.352,0.338,0.304,0.3005,0.2985
0.363,0.3455,0.356,0.36,0.352,0.338,0.304,0.3005
0.3925,0.363,0.3455,0.356,0.36,0.352,0.338,0.304
0.4035,0.3925,0.363,0.3455,0.356,0.36,0.352,0.338
0.444,0.4035,0.3925,0.363,0.3455,0.356,0.36,0.352
0.478,0.444,0.4035,0.3925,0.363,0.3455,0.356,0.36
0.446,0.478,0.444,0.4035,0.3925,0.363,0.3455,0.356
0.4235,0.446,0.478,0.444,0.4035,0.3925,0.363,0.3455
0.4005,0.4235,0.446,0.478,0.444,0.4035,0.3925,0.363
0.4385,0.4005,0.4235,0.446,0.478,0.444,0.4035,0.3925
0.4775,0.4385,0.4005,0.4235,0.446,0.478,0.444,0.4035
0.382,0.4775,0.4385,0.4005,0.4235,0.446,0.478,0.444
0.3885,0.382,0.4775,0.4385,0.4005,0.4235,0.446,0.478
0.378,0.3885,0.382,0.4775,0.4385,0.4005,0.4235,0.446
0.3525,0.378,0.3885,0.382,0.4775,0.4385,0.4005,0.4235
0.321,0.3525,0.378,0.3885,0.382,0.4775,0.4385,0.4005
0.349,0.321,0.3525,0.378,0.3885,0.382,0.4775,0.4385
0.3475,0.349,0.321,0.3525,0.378,0.3885,0.382,0.4775
0.3355,0.3475,0.349,0.321,0.3525,0.378,0.3885,0.382
0.3495,0.3355,0.3475,0.349,0.321,0.3525,0.378,0.3885
0.3525,0.3495,0.3355,0.3475,0.349,0.321,0.3525,0.378
0.3715,0.3525,0.3495,0.3355,0.3475,0.349,0.321,0.3525
0.3485,0.3715,0.3525,0.3495,0.3355,0.3475,0.349,0.321
0.356,0.3485,0.3715,0.3525,0.3495,0.3355,0.3475,0.349
0.3525,0.356,0.3485,0.3715,0.3525,0.3495,0.3355,0.3475
0.3645,0.3525,0.356,0.3485,0.3715,0.3525,0.3495,0.3355
0.4745,0.3645,0.3525,0.356,0.3485,0.3715,0.3525,0.3495
0.4525,0.4745,0.3645,0.3525,0.356,0.3485,0.3715,0.3525
0.4475,0.4525,0.4745,0.3645,0.3525,0.356,0.3485,0.3715
0.4595,0.4475,0.4525,0.4745,0.3645,0.3525,0.356,0.3485
0.43,0.4595,0.4475,0.4525,0.4745,0.3645,0.3525,0.356
0.44,0.43,0.4595,0.4475,0.4525,0.4745,0.3645,0.3525
0.454,0.44,0.43,0.4595,0.4475,0.4525,0.4745,0.3645
0.6105,0.454,0.44,0.43,0.4595,0.4475,0.4525,0.4745
0.574,0.6105,0.454,0.44,0.43,0.4595,0.4475,0.4525
0.5795,0.574,0.6105,0.454,0.44,0.43,0.4595,0.4475
0.5575,0.5795,0.574,0.6105,0.454,0.44,0.43,0.4595
0.566,0.5575,0.5795,0.574,0.6105,0.454,0.44,0.43
0.5245,0.566,0.5575,0.5795,0.574,0.6105,0.454,0.44
0.5965,0.5245,0.566,0.5575,0.5795,0.574,0.6105,0.454
0.588,0.5965,0.5245,0.566,0.5575,0.5795,0.574,0.6105
0.605,0.588,0.5965,0.5245,0.566,0.5575,0.5795,0.574
0.5855,0.605,0.588,0.5965,0.5245,0.566,0.5575,0.5795
0.5825,0.5855,0.605,0.588,0.5965,0.5245,0.566,0.5575
0.612,0.5825,0.5855,0.605,0.588,0.5965,0.5245,0.566
0.5955,0.612,0.5825,0.5855,0.605,0.588,0.5965,0.5245
0.5445,0.5955,0.612,0.5825,0.5855,0.605,0.588,0.5965
0.55,0.5445,0.5955,0.612,0.5825,0.5855,0.605,0.588
0.5405,0.55,0.5445,0.5955,0.612,0.5825,0.5855,0.605
0.543,0.5405,0.55,0.5445,0.5955,0.612,0.5825,0.5855
0.5355,0.543,0.5405,0.55,0.5445,0.5955,0.612,0.5825
0.5075,0.5355,0.543,0.5405,0.55,0.5445,0.5955,0.612
0.5,0.5075,0.5355,0.543,0.5405,0.55,0.5445,0.5955
0.4915,0.5,0.5075,0.5355,0.543,0.5405,0.55,0.5445
0.555,0.4915,0.5,0.5075,0.5355,0.543,0.5405,0.55
0.53,0.555,0.4915,0.5,0.5075,0.5355,0.543,0.5405
0.545,0.53,0.555,0.4915,0.5,0.5075,0.5355,0.543
0.541,0.545,0.53,0.555,0.4915,0.5,0.5075,0.5355
0.548,0.541,0.545,0.53,0.555,0.4915,0.5,0.5075
0.595,0.548,0.541,0.545,0.53,0.555,0.4915,0.5
0.6125,0.595,0.548,0.541,0.545,0.53,0.555,0.4915
0.617,0.6125,0.595,0.548,0.541,0.545,0.53,0.555
0.5925,0.617,0.6125,0.595,0.548,0.541,0.545,0.53
0.5765,0.5925,0.617,0.6125,0.595,0.548,0.541,0.545
0.552,0.5765,0.5925,0.617,0.6125,0.595,0.548,0.541
0.5515,0.552,0.5765,0.5925,0.617,0.6125,0.595,0.548
0.5055,0.5515,0.552,0.5765,0.5925,0.617,0.6125,0.595
0.5145,0.5055,0.5515,0.552,0.5765,0.5925,0.617,0.6125
0.4565,0.5145,0.5055,0.5515,0.552,0.5765,0.5925,0.617
0.487,0.4565,0.5145,0.5055,0.5515,0.552,0.5765,0.5925
0.508,0.487,0.4565,0.5145,0.5055,0.5515,0.552,0.5765
0.63,0.508,0.487,0.4565,0.5145,0.5055,0.5515,0.552
0.6235,0.63,0.508,0.487,0.4565,0.5145,0.5055,0.5515
0.7005,0.6235,0.63,0.508,0.487,0.4565,0.5145,0.5055
0.722,0.7005,0.6235,0.63,0.508,0.487,0.4565,0.5145
0.775,0.722,0.7005,0.6235,0.63,0.508,0.487,0.4565
0.711,0.775,0.722,0.7005,0.6235,0.63,0.508,0.487
0.695,0.711,0.775,0.722,0.7005,0.6235,0.63,0.508
0.7095,0.695,0.711,0.775,0.722,0.7005,0.6235,0.63
0.6865,0.7095,0.695,0.711,0.775,0.722,0.7005,0.6235
0.6265,0.6865,0.7095,0.695,0.711,0.775,0.722,0.7005
0.575,0.6265,0.6865,0.7095,0.695,0.711,0.775,0.722
0.563,0.575,0.6265,0.6865,0.7095,0.695,0.711,0.775
0.562,0.563,0.575,0.6265,0.6865,0.7095,0.695,0.711
0.626,0.562,0.563,0.575,0.6265,0.6865,0.7095,0.695
0.665,0.626,0.562,0.563,0.575,0.6265,0.6865,0.7095
0.645,0.665,0.626,0.562,0.563,0.575,0.6265,0.6865
0.6645,0.645,0.665,0.626,0.562,0.563,0.575,0.6265
0.694,0.6645,0.645,0.665,0.626,0.562,0.563,0.575
0.6705,0.694,0.6645,0.645,0.665,0.626,0.562,0.563
0.6505,0.6705,0.694,0.6645,0.645,0.665,0.626,0.562
0.648,0.6505,0.6705,0.694,0.6645,0.645,0.665,0.626
0.663,0.648,0.6505,0.6705,0.694,0.6645,0.645,0.665
0.6535,0.663,0.648,0.6505,0.6705,0.694,0.6645,0.645
0.6865,0.6535,0.663,0.648,0.6505,0.6705,0.694,0.6645
0.72,0.6865,0.6535,0.663,0.648,0.6505,0.6705,0.694
0.7135,0.72,0.6865,0.6535,0.663,0.648,0.6505,0.6705
0.705,0.7135,0.72,0.6865,0.6535,0.663,0.648,0.6505
0.7695,0.705,0.7135,0.72,0.6865,0.6535,0.663,0.648
0.824,0.7695,0.705,0.7135,0.72,0.6865,0.6535,0.663
0.7985,0.824,0.7695,0.705,0.7135,0.72,0.6865,0.6535
0.8165,0.7985,0.824,0.7695,0.705,0.7135,0.72,0.6865
0.781,0.8165,0.7985,0.824,0.7695,0.705,0.7135,0.72
0.8175,0.781,0.8165,0.7985,0.824,0.7695,0.705,0.7135
0.8355,0.8175,0.781,0.8165,0.7985,0.824,0.7695,0.705
0.8155,0.8355,0.8175,0.781,0.8165,0.7985,0.824,0.7695
0.787,0.8155,0.8355,0.8175,0.781,0.8165,0.7985,0.824
0.724,0.787,0.8155,0.8355,0.8175,0.781,0.8165,0.7985
0.7015,0.724,0.787,0.8155,0.8355,0.8175,0.781,0.8165
0.7505,0.7015,0.724,0.787,0.8155,0.8355,0.8175,0.781
0.733,0.7505,0.7015,0.724,0.787,0.8155,0.8355,0.8175
0.725,0.733,0.7505,0.7015,0.724,0.787,0.8155,0.8355
0.7585,0.725,0.733,0.7505,0.7015,0.724,0.787,0.8155
0.7765,0.7585,0.725,0.733,0.7505,0.7015,0.724,0.787
0.737,0.7765,0.7585,0.725,0.733,0.7505,0.7015,0.724
0.7415,0.737,0.7765,0.7585,0.725,0.733,0.7505,0.7015
0.7125,0.7415,0.737,0.7765,0.7585,0.725,0.733,0.7505
0.715,0.7125,0.7415,0.737,0.7765,0.7585,0.725,0.733
0.74,0.715,0.7125,0.7415,0.737,0.7765,0.7585,0.725
0.7125,0.74,0.715,0.7125,0.7415,0.737,0.7765,0.7585
