size,age,bedroom,CP_value,city,house_type,living,bath,balcony,kitchen,environment_score,price
10.2,0.0,1,0.923788084409143,1,0,0,1,0,0,1,4199
13.0,0.0,1,0.050259865771708,1,8,0,1,0,0,1,6499
13.0,0.0,1,0.2083262740549092,1,9,0,1,1,0,2,11499
1300.0,0.0,0,0.1362126595021595,1,4,0,0,0,0,0,700000
11.0,2.1,0,0.2305217562210225,1,8,0,0,0,0,2,8999
15.0,0.1,0,0.8474574710094531,1,9,0,0,0,0,2,10999
16.0,5.1,0,0.4146964328604765,1,8,0,0,0,0,2,11499
11.5,0.1,0,1.1614621839821864,1,8,0,0,0,0,2,10500
8.0,0.0,0,0.1666724865846937,1,9,0,0,0,0,1,4500
10.0,0.1,1,2.206537157664316,1,8,0,1,1,0,2,9000
72.27,0.0,0,0.1934868549411333,15,8,0,0,0,0,0,50000
140.0,0.0,0,0.2824998695696397,1,8,0,0,0,0,2,110000
16.0,5.9,1,1.1581353871315243,1,9,0,1,1,0,2,13000
11.0,0.1,1,0.069766759279597,1,8,0,1,1,0,1,6799
9.0,20.0,1,1.7107149565837072,2,0,0,1,0,0,0,20000
500.0,0.0,0,0.0175234144353869,1,4,0,0,0,0,0,200000
40.0,0.1,2,0.1509288860109684,1,9,2,1,1,1,2,21999
12.0,0.1,1,0.3902111856686589,1,0,0,1,1,0,2,8499
8.0,0.0,1,0.3496648402034176,1,8,0,1,1,0,1,8500
18.0,5.4,1,0.1209510569818923,1,0,0,1,1,0,2,14500
10.0,1.1,1,2.1213299002714368,1,8,0,1,1,0,2,8499
8.0,5.8,1,0.1692280551096085,1,9,0,1,0,0,1,3999
10.0,0.0,1,1.1204972551471812,1,0,0,1,1,0,2,6299
8.0,0.1,0,1.850494673074522,1,0,0,0,0,0,1,5499
16.0,0.0,0,1.123517193173017,1,9,0,0,0,0,2,13999
5.0,20.2,1,0.0,2,0,0,0,0,0,0,10000
15.0,0.1,1,0.4099214002962708,1,9,1,1,1,0,2,17999
16.0,0.1,1,0.0,1,8,1,1,1,1,2,8999
14.0,0.1,1,1.6703367091009986,1,9,0,1,0,0,1,10999
20.0,0.3,0,0.2258195066702017,1,9,0,0,0,0,5,35000
14.5,0.0,0,0.5956370934245996,1,8,0,0,0,0,2,11499
9.5,0.1,1,0.3595475079774165,1,8,0,1,0,0,1,5999
12.0,0.0,0,0.7356856400084831,1,9,0,0,0,0,1,9999
36.0,0.1,3,1.5671413797712406,1,9,2,2,1,1,2,23000
12.0,0.0,0,1.878289509296323,1,0,0,0,0,0,1,5499
19.0,6.7,2,0.5104775421733303,1,8,1,1,0,1,1,16000
16.0,0.0,0,0.5848735849370059,1,5,0,0,0,0,3,18999
7.0,0.0,1,1.3789704423604447,1,8,0,1,0,0,1,5999
10.0,0.0,1,0.6580983860403778,1,8,0,1,1,0,2,6799
12.0,0.0,1,0.5874381300897252,1,8,0,1,0,0,1,8799
13.5,0.1,0,1.0300060411960352,1,8,0,0,0,0,2,10499
13.0,0.1,1,0.2276383992436473,1,8,0,1,1,0,0,12499
15.0,3.6,1,0.4028367881228102,1,9,0,1,0,0,2,12799
15.0,0.1,1,0.4074711705485302,1,9,1,1,1,0,2,18999
10.17,26.0,1,0.2860875985049075,8,9,0,1,1,1,2,11000
6.0,0.3,1,0.0,1,8,0,1,1,0,2,9999
10.0,0.1,1,1.1603237143720473,1,8,1,1,0,0,1,7299
7.0,0.0,0,0.322204822624011,1,8,0,0,0,0,2,5299
13.0,0.0,1,2.23790071148814,1,9,0,1,1,0,2,7999
6.0,20.0,1,0.736182417692935,8,0,0,1,0,0,0,14500
7.0,20.0,1,1.3136026249228893e-05,2,9,0,1,0,0,0,15000
29.0,0.0,3,1.1904863714152942,8,0,1,2,1,1,0,16000
39.0,2.0,3,0.2833651979933746,11,9,2,2,1,1,3,26500
24.0,0.0,0,0.6481955716944338,11,8,0,0,0,0,0,48000
14.0,20.0,1,0.3736675401825524,2,0,1,5,1,0,0,18000
17.0,0.2,0,0.0499175456368754,1,9,0,0,0,0,2,16000
14.0,0.0,0,0.5949539151147434,8,0,0,0,0,0,0,17000
15.0,0.0,1,0.1719913725965778,1,8,1,1,1,0,2,9999
16.0,3.4,1,0.0,1,9,0,1,1,0,2,15000
33.0,0.0,0,0.2692889024865659,4,9,0,0,0,0,0,12500
30.0,3.1,0,0.0,1,3,0,0,0,0,1,36000
15.0,0.0,0,0.5148477161650004,1,8,0,0,0,0,1,11999
13.0,0.1,1,0.0,1,8,1,1,1,0,2,14499
350.0,0.0,0,0.2253239954046052,1,4,0,0,0,0,0,398000
10.0,3.4,1,0.3741612568319368,1,9,0,1,0,0,1,5499
15.0,0.1,1,0.2218263550076393,1,9,0,1,1,0,2,12499
10.0,0.0,1,0.7197627744521619,1,0,0,1,0,0,1,7999
12.0,0.1,1,2.394808987117086,1,9,0,1,0,0,1,8999
11.0,0.1,1,0.3052610915761651,1,8,0,1,1,0,2,7999
9.0,0.0,0,0.3532959925635091,1,9,0,0,0,0,2,7800
13.0,0.1,0,0.4836617529592981,1,8,0,0,0,0,2,13800
15.0,0.1,1,0.1209510569818923,1,9,0,1,0,0,2,14500
15.0,1.1,1,0.8130588344828205,1,8,0,1,1,0,2,14999
19.0,20.0,2,0.5514623905063406,8,0,2,1,1,1,0,25000
10.0,0.0,1,1.2918235201648445,1,9,0,1,0,0,1,6999
20.0,0.0,2,0.4909989488940322,1,9,1,1,1,0,2,33000
4.0,0.0,1,0.9830876022667716,8,1,0,1,0,0,0,8800
25.0,1.4,2,1.5225742098857988,1,9,1,1,1,1,2,25000
180.0,0.0,0,0.0,1,4,0,0,0,0,0,140000
8.0,0.0,1,0.6769051199914868,1,9,0,1,1,0,2,7799
10.0,0.0,0,0.0,1,8,0,0,0,0,1,7499
38.0,20.0,3,0.9436053762347824,2,9,2,2,1,1,0,38000
12.0,0.0,1,0.8797488549620673,1,9,1,1,1,0,2,8499
22.0,0.0,1,1.091127103958316,1,9,1,1,1,0,2,21000
9.0,6.3,1,0.212352345070744,1,9,0,1,0,0,1,8000
13.0,0.0,0,1.7376708984375024e-05,1,8,0,0,0,0,2,12799
35.0,2.3,3,0.168945827569553,1,9,1,2,1,1,2,24499
10.0,3.4,1,0.2843325581654408,1,9,0,1,1,0,2,9999
5.0,9.2,1,0.1330757932900138,1,6,0,1,0,0,1,5000
11.0,2.9,1,0.1590499453402688,1,8,0,1,1,0,0,8999
15.0,0.1,1,1.070392690870246,1,8,1,1,1,1,1,12999
16.0,0.0,2,0.2778429426958163,1,9,1,1,1,0,2,16000
7.0,6.3,1,0.1692280551096085,1,9,0,1,0,0,1,3999
22.0,0.1,1,1.1503437808002723,1,8,0,1,0,0,1,18999
9.0,19.7,0,0.7261413760805492,11,8,0,1,0,0,1,9500
10.0,0.0,1,1.9156554902139111,1,0,0,1,0,0,1,5599
16.0,0.1,1,0.3367402527654372,1,9,1,1,1,0,2,12000
11.0,0.0,1,0.0062256555188667,1,9,0,1,0,0,1,6999
11.0,0.1,1,1.7090537367842824,1,0,0,1,0,0,1,7999
18.0,0.1,1,1.491242164377684,1,9,1,1,1,0,2,13490
9.2,0.0,1,1.297543506730265,1,8,0,1,0,0,1,5999
5.0,20.0,1,0.8251512065007265,2,0,0,1,0,0,0,10000
12.0,0.0,0,0.3390327909003527,1,9,0,0,0,0,2,12500
14.0,0.1,1,1.6703367091009986,1,8,0,1,0,0,1,10999
10.0,0.1,1,2.091711482011967,1,8,0,1,0,0,0,9800
15.0,0.1,1,0.0255613622346238,1,0,0,1,1,0,2,10999
500.0,0.0,0,0.0,1,4,0,0,0,0,0,280000
16.0,0.0,1,0.1219403228827845,1,9,1,1,1,0,2,13499
10.0,0.0,1,0.8967411449833133,1,8,0,1,1,0,2,9999
1000.0,0.0,0,0.0,7,1,0,0,0,0,0,70000
12.0,0.1,1,0.3827553667611703,1,8,0,1,1,0,2,9999
17.5,0.0,0,0.0,1,6,0,0,0,0,2,14499
8.0,0.0,1,1.7956225545460391,1,8,0,1,0,0,1,5999
9.0,8.4,1,2.284476955995662,1,9,0,1,0,0,1,8500
12.0,0.0,1,0.6592108390282103,1,8,0,1,1,0,0,11499
19.13,27.2,2,0.0539122321656418,1,9,2,1,1,1,3,18000
15.0,0.0,1,2.3277237165212106,1,8,0,1,1,0,2,12499
9.0,20.0,1,2.297327923348256,2,0,0,1,0,0,0,23000
14.0,0.0,1,0.3352435432652009,1,9,1,1,1,0,2,11000
8.0,0.0,0,1.025201843719507,1,0,0,0,0,0,1,5499
30.0,0.0,2,0.869054324743774,1,9,1,2,1,1,2,27199
15.0,0.0,1,1.5993312996741251,1,9,0,1,1,0,0,9499
12.0,0.0,1,0.0,1,8,0,1,1,0,2,9499
8.9,0.1,1,0.0,1,8,0,1,0,0,1,5499
10.0,0.1,1,0.0483183319196565,1,9,1,1,1,0,2,9000
10.0,0.1,1,1.8690387583853945,1,9,1,1,0,0,1,6499
19.0,0.0,1,0.2180101447178279,1,8,0,1,1,0,0,13999
19.0,20.1,1,1.2097390443153282,8,9,0,1,0,1,0,23000
7.0,0.1,1,0.3614427857179651,1,8,0,1,0,0,1,5888
12.0,2.1,1,1.2866326668622503,1,9,0,1,1,0,1,11999
19.0,20.0,2,0.5514623905063406,8,0,2,1,1,1,0,25000
18.0,0.0,0,0.6640022062681892,1,9,0,0,0,0,2,15999
12.0,0.1,1,0.0,1,8,0,1,1,0,0,10999
15.0,20.7,1,0.562222632272318,2,9,0,1,0,1,0,25000
11.0,0.0,1,0.9239507955733426,1,9,0,1,1,0,0,7999
13.0,0.0,1,0.270787565167926,1,9,0,1,1,0,2,8999
70.0,0.1,5,1.112670546214156,1,9,2,3,1,1,4,40000
10.0,0.1,0,1.93944257895354,1,8,0,0,0,0,1,3999
15.0,0.0,1,1.8903774390664292,1,9,1,1,1,0,2,13999
10.2,0.0,1,1.1533527468259668,1,8,0,1,0,0,1,4999
28.0,0.0,3,0.1936397077506963,1,6,2,2,1,0,2,24000
57.0,0.1,3,0.5665745726121162,1,9,2,2,1,1,2,40000
15.0,0.0,1,1.5993312996741251,1,9,0,1,1,0,0,9499
15.0,0.1,1,0.979746823355108,1,0,0,1,1,0,2,12999
5.0,0.1,1,1.9244975843912409,1,0,0,1,0,0,0,6500
10.0,0.1,1,1.1214027791712626,1,8,0,1,1,0,0,8999
30.0,0.0,3,0.0,8,0,2,1,1,1,0,28000
15.0,13.2,1,1.1250628098174722,1,9,1,1,1,0,2,12000
15.0,0.0,1,0.1317012736231615,1,9,1,1,1,0,1,7999
13.0,5.0,1,0.0,1,9,0,1,0,0,1,12500
35.0,48.1,3,0.0,1,8,2,3,1,1,3,35000
13.0,0.1,1,0.8624787304187757,1,9,0,1,1,0,2,13999
10.0,0.0,1,0.4222677041389002,1,8,0,1,0,0,1,5499
18.0,0.0,0,0.2000968213488891,1,9,0,0,0,0,2,17799
18.0,0.1,1,1.5060029334596958,1,9,1,1,0,1,1,16000
9.0,0.2,0,1.6422861173203762,1,0,0,0,0,0,1,5999
14.0,0.1,0,2.4713152597131653,1,8,0,0,0,0,2,16500
8.0,0.0,1,0.3741527325370564,1,6,0,1,1,0,1,5500
28.0,20.0,3,0.3515048320264988,8,0,2,2,1,1,0,41000
14.0,20.0,0,0.0,2,0,0,0,0,0,0,58800
14.0,0.0,1,0.7197627744521619,1,0,0,1,0,0,2,7999
8.0,17.0,0,0.1434473172261153,5,8,0,0,0,0,0,6500
20.0,0.0,2,0.1372113610058794,1,9,1,1,1,0,2,23500
10.0,0.0,1,0.4112062601300695,1,9,1,1,0,0,1,17500
13.0,0.0,1,0.0,1,9,1,1,1,0,2,8999
10.0,0.1,1,0.6311544669708394,1,8,0,1,1,0,2,11299
16.0,0.0,1,0.8271492601176459,1,9,0,1,1,0,0,9999
18.0,0.0,1,0.0819662846845791,1,8,1,1,1,1,2,13000
10.0,1.0,1,0.0187810906346055,1,6,0,1,1,0,3,10500
10.0,20.1,1,1.3152773017998018,8,9,0,1,0,0,0,10800
5.0,20.1,1,0.8082505191386634,8,0,0,1,0,0,0,10000
20.0,0.0,2,1.2983521037570058,1,9,1,1,0,0,1,21999
17.3,0.0,1,0.0,1,0,1,1,1,0,2,14499
8.0,0.0,1,0.623012919461798,1,8,0,1,0,0,1,6499
12.0,4.0,1,2.321359117083369,1,9,0,1,1,0,2,10000
16.0,6.6,2,0.0,1,8,1,1,0,0,1,14000
8.0,0.0,1,1.5917888897792971,1,8,0,1,0,0,1,5499
9.88,2.2,1,1.6591371957779806,1,0,1,1,0,0,2,6999
8.0,0.1,0,0.901088933097895,1,0,0,0,0,0,0,5200
5.0,20.0,1,0.9428110205024272,2,0,0,1,0,0,0,11000
13.0,0.1,0,1.8217885021802045e-05,1,8,0,0,0,0,2,12500
10.0,0.0,1,0.204490897876991,1,9,0,1,0,0,2,10999
9.87,0.0,1,1.5232426375640078,1,8,1,1,1,0,2,7999
15.0,0.1,1,0.9582397026536924,1,0,0,1,1,0,2,13499
15.0,0.0,1,0.0,1,9,0,1,1,0,0,10000
36.0,0.0,3,0.0,1,9,2,2,1,1,0,20999
10.0,0.0,0,0.3601268902058906,1,8,0,0,0,0,1,7499
15.0,0.0,0,0.9963365048719024,1,9,0,0,0,0,1,14000
650.0,0.0,0,0.2302864673172144,1,4,0,0,0,0,0,438000
8.0,5.0,1,0.1702786090093342,1,8,0,1,0,0,1,6300
116.97,0.1,0,0.0067754982744865,6,4,0,0,0,0,0,43000
15.0,0.0,1,0.2546153605860042,1,9,0,1,1,0,2,10299
16.0,0.1,1,0.5306825891157655,1,8,0,1,1,0,2,13999
13.0,0.0,1,0.3178687280180539,1,9,0,1,1,0,1,11499
8.0,2.0,1,0.0864304536494137,1,9,0,1,0,0,0,7499
10.0,0.0,1,4753.5915621022,1,0,0,1,0,0,1,5499
12.0,0.1,1,2.3462857825318046,1,8,0,1,0,0,1,6599
10.0,0.1,1,0.0,1,9,0,1,1,0,2,6199
14.0,0.1,1,1.5003403962452146,1,8,0,1,1,0,2,11499
30.0,0.1,3,1.249508670960291,1,0,2,1,1,0,0,19999
11.0,0.0,1,0.2250048914764734,1,9,0,1,1,0,0,8499
14.0,0.0,1,0.0,1,9,0,1,1,0,2,10999
8.0,0.1,0,1.698075629049817,1,9,0,0,0,0,1,5799
16.0,0.0,1,1.1031542629316462,1,8,0,1,1,0,0,10499
13.0,0.0,1,0.1187841363933653,1,9,1,1,1,0,2,8999
15.0,0.0,1,1.2133985686268582,1,9,0,1,1,0,2,13999
15.0,0.0,1,0.8118722011392612,1,9,0,1,1,0,2,15999
12.0,0.1,0,0.5625368240895466,1,8,0,0,0,0,2,11999
36.0,0.1,2,0.6440482193699736,1,9,2,1,1,1,2,19999
8.0,0.0,1,1.3139486822654924,1,9,0,1,0,0,2,7499
15.0,2.1,1,0.996344608754284,1,8,0,1,1,0,2,13999
10.0,0.0,1,0.147932134162851,1,8,0,1,1,0,2,12000
8.0,0.0,1,0.1340237708389982,1,8,0,1,1,0,0,6500
7.0,6.4,1,1.0797531845807626,1,8,0,1,0,0,1,5000
10.2,0.1,1,1.0636870015650777,1,8,0,1,0,0,1,5499
12.0,0.1,1,0.3827508608467225,1,8,0,1,1,0,2,10000
12.0,0.1,0,0.6132359401490246,1,8,0,0,0,0,1,11500
6.5,30.3,1,0.4500034465226592,6,9,1,1,0,0,1,8500
7.0,0.1,1,0.8907914390007161,1,0,0,1,0,0,0,5699
12.0,0.1,0,0.0,1,6,0,0,0,0,2,15500
12.0,0.0,1,0.8790871746284523,1,6,0,1,0,0,1,6099
10.0,2.0,1,0.1247841351215739,1,9,0,1,0,0,1,5999
13.0,0.0,0,0.3523258282854057,1,8,0,0,0,0,1,8999
12.0,0.0,0,1.8904555103691796,1,8,0,0,0,0,1,3999
7.0,20.0,2,1.957970013301004,2,0,1,1,0,0,0,23500
17.0,0.1,1,0.4828733468530839,1,9,0,1,0,0,1,13999
7.0,0.0,1,0.1780003206455445,1,8,0,1,0,0,1,6500
14.0,0.0,1,0.7657556288206064,1,9,0,1,1,0,0,6999
15.0,0.1,1,0.0,1,9,1,1,1,0,2,13499
8.0,0.0,1,0.9011107795272186,1,0,0,1,0,0,1,5199
7.0,4.9,1,0.3758967034360446,1,9,0,1,0,0,1,5300
30.0,0.0,0,0.4966298729068804,1,9,0,0,0,0,0,35000
16.0,0.0,1,1.6784551419873972,1,9,0,1,1,0,2,10499
6.0,20.0,1,1.0062391861648128,2,0,0,1,0,0,0,13500
11.0,0.11,1,0.0214397422177239,1,8,0,1,0,0,1,7999
23.0,0.0,3,0.2641295925722953,3,9,1,2,1,1,3,23800
22.0,0.0,1,1.525114828179542,1,9,0,1,1,0,0,13999
10.0,3.5,1,0.0,1,8,0,1,1,0,2,11300
15.0,0.1,1,0.0,1,9,0,1,1,0,2,11999
16.0,0.0,0,0.6509144741778523,1,8,0,0,0,0,2,12999
20.0,0.1,2,1.923638899188024,1,9,1,1,1,1,2,23000
13.0,0.1,1,1.494237185044257,1,9,1,1,1,0,2,9999
9.0,20.6,1,1.40540775912349,1,0,0,1,0,0,1,5999
12.0,0.0,1,0.3532703531467419,1,9,0,1,1,0,2,8799
13.0,0.1,1,0.3279714019219956,1,8,0,1,1,0,2,13999
17.0,0.0,1,0.0993247271708426,1,8,0,1,1,0,0,12999
13.0,0.0,1,1.3262747363151282,1,0,0,1,0,0,1,9499
20.0,0.0,1,0.1134823869997706,1,9,1,1,0,0,1,23999
15.0,0.1,1,0.0,1,8,0,1,0,0,1,11999
13.0,0.1,1,1.025023866028327,1,8,0,1,0,0,1,7999
16.0,0.0,1,1.08030428155605,1,0,1,1,0,0,1,11999
6.0,0.0,1,0.6759986912305829,8,0,1,1,0,0,0,7500
16.0,0.0,1,1.132779753060079,1,9,0,1,1,0,1,14999
13.0,0.1,1,1.426102485215327,1,9,0,1,1,0,2,7499
12.0,0.1,0,0.8794991359990159,1,6,0,0,0,0,2,13500
52.0,27.9,4,0.5738836333646086,11,5,2,3,1,1,4,38000
22.0,20.0,2,1.078714237039232,2,0,1,1,1,0,0,25000
18.0,0.0,1,0.8246434527423052,1,8,0,1,1,0,0,10799
8.0,0.2,1,0.6873405446114371,1,0,0,1,0,0,1,4799
9.0,0.1,0,0.8281612388356677,1,9,0,0,0,0,2,9500
10.0,1.9,1,0.78754542313664,1,9,0,1,1,0,2,6999
10.0,0.1,0,0.0,1,8,0,0,0,0,2,11000
9.0,33.5,1,0.6213311417701084,1,9,1,1,0,0,3,11000
8.0,0.0,1,1.973466613705969,1,9,0,1,0,0,1,4999
6.0,0.0,1,0.0,1,0,0,1,0,0,1,7500
230.0,0.0,0,0.0401350487416738,1,4,0,0,0,0,0,300000
10.0,0.0,1,1.5433967114062022,1,0,0,1,0,0,1,6499
17.0,3.1,2,0.4798952281427644,1,9,1,1,1,0,0,16999
8.0,1.9,0,0.6379287497153141,1,8,0,0,0,0,1,7500
10.0,0.1,1,1.465406261314195,1,8,0,1,1,0,2,9999
15.0,0.1,0,2.5440679207094723,1,8,0,0,0,0,1,11999
5.0,20.0,1,1.482241054802777,2,0,0,1,0,0,0,12000
16.0,0.1,1,1.261601455636169,1,9,1,1,1,0,2,9999
14.0,0.0,1,1.5048657156631016,1,9,0,1,1,0,0,7999
13.0,0.1,1,0.0,1,9,0,1,1,0,2,11799
15.0,0.1,1,0.5464624936856254,1,8,1,1,1,0,2,15000
30.0,0.0,3,0.6489773203363951,1,9,2,2,1,1,2,30000
8.0,7.1,1,0.1361178922583576,11,0,1,1,0,0,2,6500
38.0,0.1,2,0.435353251510855,1,9,1,1,1,1,2,22499
10.5,0.0,0,1.5938187226540703,1,8,0,0,0,0,1,7499
8.0,0.0,1,0.6873405446114371,1,0,0,1,0,0,1,4799
13.0,0.1,1,1.0355340346381643,1,9,0,1,0,0,0,6999
10.0,0.1,1,1.1912413823262535,1,0,0,1,0,0,1,6799
30.0,0.1,3,0.0907088388907122,1,9,2,2,1,0,1,27000
12.0,0.0,1,0.0477201496221718,1,6,0,1,1,0,2,9999
14.0,0.0,1,0.2218263550076393,1,9,0,1,1,0,2,12499
30.0,0.1,3,1.2559399655902337,1,0,2,2,1,1,2,19999
12.0,0.0,0,0.9438041440476508,1,8,0,0,0,0,1,10999
42.35,24.5,3,0.568783338361603,8,9,1,3,1,1,1,26000
29.0,20.0,2,0.9598570063449297,8,9,1,1,1,1,0,32000
18.5,0.0,1,0.0381442473621664,1,8,1,1,1,0,2,11499
10.0,0.0,0,1.6165891977701583,1,8,0,0,0,0,2,8499
30.0,1.3,2,1.9457935244399849,1,9,2,1,1,1,2,27000
8.0,0.1,1,0.3527809912684526,1,0,0,1,1,0,2,7000
18.0,0.1,1,2.3172555280731544,1,9,1,1,1,0,2,12999
8.7,0.0,1,0.0,1,8,0,1,0,0,1,5099
22.0,53.1,3,0.0,8,0,2,1,1,1,1,29000
28.0,8.1,3,0.5084789042524535,1,9,2,2,1,1,0,28000
35.0,30.0,3,0.3452244233251075,1,6,2,2,1,1,4,25000
10.0,2.0,1,1.1198759802482208,1,8,0,1,0,0,1,11499
13.0,0.5,1,0.578026221097406,1,9,0,1,1,0,2,11500
10.0,20.0,1,4.8518987569141e-06,2,9,0,1,1,1,0,30000
12.0,0.1,1,0.1761605851237478,1,6,0,1,1,0,1,9000
13.0,0.1,1,0.0355856213848918,1,9,0,1,1,0,2,10499
262.52,0.0,0,0.6718847803832747,1,7,0,0,0,0,0,492000
11.0,0.1,1,0.8321201090366221,1,9,0,1,0,0,1,9999
38.8,0.0,4,1.2763075973792388,1,9,2,2,0,0,0,39800
149.0,20.0,0,1.0515220172482975,8,0,0,0,0,0,0,130000
14.5,0.0,0,0.953606184054162,1,8,0,0,0,0,2,11499
12.0,0.1,1,0.2305217562210225,1,8,0,1,1,0,2,8999
15.0,0.0,1,0.0,1,8,0,1,1,0,2,12499
40.0,0.0,3,0.5474137036729795,1,9,2,2,1,1,3,23000
17.0,0.0,0,1.123517193173017,1,8,0,0,0,0,2,13999
15.0,0.0,0,0.610225932014093,1,8,0,0,0,0,2,11999
12.0,0.0,1,0.8540678821072618,1,8,0,1,1,0,2,7799
12.0,0.0,1,0.6626334779788389,1,8,0,1,1,0,2,7499
20.0,0.0,1,0.5508578588835353,1,9,0,1,1,0,0,11999
18.5,0.0,0,0.6640022062681892,1,8,0,0,0,0,2,15999
8.0,0.1,1,0.0674446014543894,1,9,0,1,0,0,1,6999
20.0,0.1,1,0.6859909147815144,1,8,0,1,1,0,2,17999
10.0,7.1,1,0.1530100739982333,1,9,0,1,0,0,1,8999
20.0,0.0,1,1.7245875176711438,1,9,1,1,1,1,2,22999
14.0,0.0,1,0.8340647301155482,1,9,0,1,1,0,2,12000
17.0,1.4,1,1.0761786959806166,1,9,0,1,1,0,2,14500
18.0,0.0,1,0.6559685457376375,1,9,1,1,1,1,2,11999
17.0,0.0,1,0.6066647740261908,1,0,1,1,1,0,2,14499
33.0,20.0,0,1.42655976425313,2,9,0,0,0,0,0,38000
13.0,0.0,1,1.1250736481790933,1,0,0,1,1,0,2,11999
11.0,0.1,1,0.8798926466664962,1,8,0,1,0,0,1,6999
10.0,0.0,1,0.122572695881294,1,8,0,1,1,0,2,10499
13.5,43.0,1,0.7453536070320205,15,9,1,1,0,1,2,53000
6.0,20.0,1,1.019036464335628,2,0,1,1,0,0,0,14500
10.0,0.1,1,0.3015591946302485,1,8,0,1,0,0,1,6499
10.0,0.1,0,1.555335525841401,1,9,0,0,0,0,2,11800
26.0,20.1,2,0.9456067346223556,8,0,1,1,0,0,0,21800
15.0,0.1,1,0.3696616087391499,1,9,0,1,1,0,2,13499
10.0,0.1,0,1.7090537367842824,1,0,0,0,0,0,0,7999
18.0,0.0,2,0.9192965105486176,1,9,1,1,1,0,2,18000
6.0,18.9,1,0.7114919357182585,8,0,0,1,0,0,2,8500
5.0,20.0,1,1.0672077799971709,8,0,0,1,0,0,0,9500
16.0,4.2,0,0.0,1,9,0,0,0,0,2,10499
15.0,0.0,0,0.7974581609415287,1,8,0,0,0,0,2,13999
17.0,3.2,2,0.9780138627501398,1,9,1,0,1,1,2,16500
10.0,3.1,1,0.0,1,8,0,1,0,0,1,7999
13.0,10.0,1,0.4914850510015773,1,9,1,1,0,1,1,12000
15.0,0.0,1,0.0,1,9,0,1,1,0,2,11999
8.0,0.0,1,1.789559839819035,1,8,1,1,1,0,2,5499
15.0,0.0,1,1.8948876079137416,1,9,0,1,0,0,0,9999
10.0,0.1,1,0.1832390939593523,1,2,0,1,1,0,0,6499
14.0,0.1,1,1.5311073852060058,1,0,0,1,1,0,2,8999
25.0,20.0,3,0.0,8,0,2,1,1,1,0,32000
7.0,0.0,0,0.1666724865846937,1,9,0,0,0,0,1,4500
18.0,0.0,1,0.8548710877533972,1,9,1,1,1,1,3,20500
10.2,2.2,1,0.3060201479964666,1,9,1,1,1,0,2,8999
13.0,0.0,1,0.9990948868283424,1,9,0,1,0,0,1,7499
8.0,0.0,1,0.4914850510015773,1,9,0,1,0,0,1,12000
15.0,0.0,1,0.8246434527423052,1,8,0,1,1,0,0,10799
10.0,0.1,1,0.5196116558684993,1,9,0,1,1,0,2,7499
10.0,0.0,1,0.5020557408166,1,9,0,1,0,0,1,9999
10.0,0.0,1,0.5874381300897252,1,8,0,1,0,0,1,8799
11.0,0.1,1,2.241261809147107,1,9,0,1,1,0,1,7900
16.5,0.0,1,0.5265433525530517,1,8,1,1,1,0,2,14999
15.0,0.1,0,1.3563294991699764,1,8,0,0,0,0,0,26000
48.0,1.8,2,0.1336063352608857,1,9,2,2,1,1,1,25000
41.0,0.0,3,0.2702555947563234,11,9,2,2,1,1,3,29700
12.0,0.0,0,0.8660643404745798,1,0,0,0,0,0,2,13499
27.0,20.0,1,1.42655976425313,2,9,0,1,0,0,0,38000
12.0,0.1,1,0.0,1,9,0,1,0,0,1,6499
10.0,0.1,1,0.2634786568799692,1,8,0,1,1,0,2,10999
8.9,0.0,1,0.4349416549944077,1,6,0,1,0,0,1,4999
9.0,0.0,1,0.3219806932966019,1,8,0,1,1,0,0,8799
15.0,0.0,1,1.660741846691248,1,9,0,1,1,0,0,11499
16.0,0.1,1,0.0,1,9,0,1,0,0,1,14499
16.0,0.0,1,0.2264951753263322,1,9,0,1,1,0,0,8999
8.0,0.1,0,1.480609544892093,1,8,0,0,0,0,1,5499
5.0,0.1,1,0.0,1,9,0,1,1,0,0,11999
12.0,5.9,1,0.0,1,9,0,1,0,0,1,10500
16.0,0.0,1,1.5535389167271287,1,8,0,1,0,0,1,13499
9.0,2.0,0,0.0079532646409708,14,0,0,0,0,0,0,10000
8.9,0.0,1,1.99909014364492,1,8,0,1,0,0,1,5499
5.0,20.0,1,0.567802276794067,2,0,0,1,1,0,0,23500
13.0,0.1,0,0.9422259694349358,1,8,0,0,0,0,0,5999
11.0,3.4,1,0.9292859402901584,1,9,0,1,0,0,1,10300
16.0,0.0,1,0.2651873783687546,1,9,0,1,1,0,2,12999
13.0,0.1,1,0.75322898598021,1,9,0,1,1,0,2,10499
12.0,3.0,1,1.4416423856134963,1,8,0,1,1,0,2,11500
10.0,0.0,0,0.0,1,9,0,0,0,0,2,7349
15.0,0.0,0,0.9623891040436988,1,9,0,0,0,0,2,12999
10.0,0.1,1,0.0826961485540781,1,8,0,1,1,0,0,7999
15.0,0.1,0,0.0351028901702034,1,8,0,0,0,0,1,14999
14.0,0.0,1,0.7657556288206064,1,9,0,1,1,0,0,6999
12.0,0.0,1,1.6165664351433366,1,9,0,1,1,0,2,8500
16.0,0.0,1,0.6046272226807606,1,6,0,1,1,0,2,12999
13.0,0.1,0,0.2221872255778844,1,6,0,0,0,0,2,10999
38.0,20.0,3,0.4135698244764614,8,0,2,2,1,1,0,35000
