epoch,model,train_mse_norm,train_mae_c,val_mse_norm,val_mae_c,val_rmse_c,lr,best_so_far,lookback,delay,step,batch_size,lr_config,target_mean,target_std
1,transformer,0.15156220374903964,2.6027522524050197,0.144027125663407,2.560878612127566,3.284363066832818,0.0001,True,720,144,3,128,0.0001,9.107596480798954,8.654241904226192
2,transformer,0.0790961585985966,1.9095103464950522,0.15611110880353377,2.6833024399620333,3.419368600898716,0.0001,False,720,144,3,128,0.0001,9.107596480798954,8.654241904226192
3,transformer,0.05377790908465311,1.5734377471552028,0.17482236051930067,2.8142215723025568,3.6184910614314414,0.0001,False,720,144,3,128,0.0001,9.107596480798954,8.654241904226192
4,transformer,0.03923999785806942,1.3381332892998197,0.18855952874164858,2.9386013429942133,3.7579695397686215,0.0001,False,720,144,3,128,0.0001,9.107596480798954,8.654241904226192
5,transformer,0.0303890922184625,1.1764130088137128,0.1981906199750504,3.0226828618436565,3.8527476152110087,0.0001,False,720,144,3,128,0.0001,9.107596480798954,8.654241904226192
6,transformer,0.024318560061098053,1.0500428246239712,0.20308086046302518,3.075004043173157,3.899990167121829,0.0001,False,720,144,3,128,0.0001,9.107596480798954,8.654241904226192
7,transformer,0.020085085643019508,0.9544195803368248,0.19940638676677197,3.044150571082908,3.8645465907805727,0.0001,False,720,144,3,128,0.0001,9.107596480798954,8.654241904226192
8,transformer,0.016805388124348525,0.8712215053968215,0.20096816759771546,3.046716619660281,3.8796509019691574,0.0001,False,720,144,3,128,0.0001,9.107596480798954,8.654241904226192
9,transformer,0.014538083484672898,0.8101312781192033,0.19872287693564902,3.01813870700979,3.8579176020093437,0.0001,False,720,144,3,128,0.0001,9.107596480798954,8.654241904226192
10,transformer,0.012683068503769143,0.7552406989274895,0.19718147979850192,3.0329477915866594,3.842926479526147,0.0001,False,720,144,3,128,0.0001,9.107596480798954,8.654241904226192
